SPBC16H5.08c,SPBC16H5.08c
Gcn1l1,Gcn1l1
4932409G22,Gcn1l1
AL022764,Gcn1l1
G431004K08Rik,Gcn1l1
GCN1L,GCN1L1
mKIAA0219,Gcn1l1
MSL3P1,MSL3P1
MSL3L2,MSL3P1
KIF20B,KIF20B
KRMP1,KIF20B
MPHOSPH1,KIF20B
MPP-1,KIF20B
BARX1,BARX1
"l(2)efl","l(2)efl"
CG4533,"l(2)efl"
DmelCG4533,"l(2)efl"
"el(2)13-1","l(2)efl"
"l(2)13-1","l(2)efl"
"l(2)59Fa","l(2)efl"
CYHR1,CYHR1
CHRP,CYHR1
TOF2,TOF2
L000004245,TOF2
orc4,orc4
orp4,orc4
Usp42,Usp42
2410140K03Rik,Usp42
3110031A07Rik,Usp42
A630018G05Rik,Usp42
D5Ertd591e,Usp42
Mrpl34,Mrpl34
0610007O17Rik,Mrpl34
D8Bwg1484e,Mrpl34
bli-1,bli-1
CELE_C09G5.6,bli-1
Syt16,Syt14
6430703N11,Syt16
Strep14,SYT16
Syt14l,Syt16
syt14r,SYT16
H03E18.2,H03E18.2
rpb6,rpb6
rpo15,rpb6
KAT13D,Clock
bHLHe8,Clock
Sccpdh,Sccpdh
RGD1311440,Sccpdh
ubp14,ubp14
ucp2,ubp14
cysG,cysG
Xirp1,Xirp1
AI415219,Xirp1
Cmya1,Xirp1
ceh-20,ceh-20
CELE_F31E3.1,ceh-20
yceO,yceO
Flcn,Flcn
Bhd,Flcn
SPE2,ADC2
L000001994,SPE2
adenosylmethionine decarboxylase SPE2,SPE2
AT5G23400,AT5G23400
K19M13.1,AT5G23400
K19M13_1,AT5G23400
AKAP6,AKAP6
ADAP100,AKAP6
ADAP6,AKAP6
AKAP100,AKAP6
PRKA6,AKAP6
mAKAP,AKAP6
MORN1,MORN1
NLRC3,NLRC3
CLR16.2,NLRC3
NOD3,NLRC3
Zc3hav1,Zc3hav1
1200014N16Rik,Zc3hav1
2900058M19Rik,Zc3hav1
9130009D18Rik,Zc3hav1
9830115L13Rik,Zc3hav1
D6Bwg1452e,Zc3hav1
rps25,rps2502
yzfA,yzfA
hmp-2,hmp-2
YHR022C-A,YHR022C-A
L000004053,APC1
anaphase promoting complex subunit 1,APC1
Tmem120a,Tmem120a
2010310D06Rik,Tmem120a
Tmpit,Tmem120a
Top2,Top2
CG10223,Top2
DmelCG10223,Top2
TOPO II,Top2
TOPOII,Top2
TopII,Top2
dTopoII,Top2
CD180,CD180
LY64,CD180
Ly78,CD180
RP105,CD180
PSBP-1,PSBP-1
F12K11.3,PSBP-1
F12K11_3,PSBP-1
OE23,PSBP-1
OEE2,PSBP-1
OXYGEN-EVOLVING ENHANCER PROTEIN 2,PSBP-1
PHOTOSYSTEM II SUBUNIT P,PSBP-1
photosystem II subunit P-1,PSBP-1
AT3G19390,AT3G19390
C7orf55-LUC7L2,C7orf55-LUC7L2
CCL11,CCL11
SCYA11,CCL11
SBK3,SBK3
SGK110,SBK3
RAT5,RAT5
ATHTA1,RAT5
MRB17.14,RAT5
MRB17_14,RAT5
RESISTANT TO AGROBACTERIUM TRANSFORMATION 5,RAT5
histone H2A 1,RAT5
IMD2,WASF2
IMP dehydrogenase IMD2,IMD2
DPB3,DPB3
L000000520,DPB3
CG2263,CG2263
DmelCG2263,CG2263
pho-7,pho-7
CELE_T21B6.2,pho-7
AT1G27300,AT1G27300
F17L21.9,AT1G27300
F17L21_9,AT1G27300
ATP-binding cassette permease MDL1,MDL1
L000001049,MDL1
PAO2,PAO2
ATPAO2,PAO2
MFL8.12,PAO2
MFL8_12,PAO2
polyamine oxidase 2,PAO2
snR64,snR64
L000004533,snR64
FAIM2,FAIM2
LFG,FAIM2
LFG2,FAIM2
NGP35,FAIM2
NMP35,Faim2
TMBIM2,FAIM2
HSP70A,HSP70A
AT2G26190,AT2G26190
T1D16.17,AT2G26190
T1D16_17,AT2G26190
C15orf39,C15orf39
AT4G00232,AT4G00232
kn1,kn1
KN-1,kn1
AGP14,AGP14
ARABINOGALACTAN PROTEIN 14,AGP14
ATAGP14,AGP14
MKN22.5,AGP14
MKN22_5,AGP14
CG11873,CG11873
DmelCG11873,CG11873
anon-WO0140519.162,CG11873
NSE3,NDNL2
CB5-D,CB5-D
ARABIDOPSIS CYTOCHROME B5 ISOFORM D,CB5-D
ATB5-B,CB5-D
ATCB5-D,CB5-D
B5 #3,CB5-D
cytochrome B5 isoform D,CB5-D
snR35,snR35
L000001973,snR35
Tradd,Tradd
UBP1A,UBP1A
F15I1.16,UBP1A
F15I1_16,UBP1A
oligouridylate-binding protein 1A,UBP1A
B4,CD19
B4/Susi,B4
"BG:DS07660.4",B4
CG9239,B4
CG9260,B4
DmelCG9239,B4
Susi,B4
"n(2)05337",B4
T06C12.14,T06C12.14
CELE_T06C12.14,T06C12.14
ynfG,ynfG
AT2G38610,AT2G38610
T6A23.19,AT2G38610
T6A23_19,AT2G38610
VEGFB,VEGFB
VEGFL,VEGFB
VRF,VEGFB
CG10887,CG10887
DmelCG10887,CG10887
pigv-1,pigv-1
T09B4.1,pigv-1
mal-3,pigv-1
IMPA-9,IMPA-9
F15A17.100,IMPA-9
F15A17_100,IMPA-9
importin alpha isoform 9,IMPA-9
AT4G32030,AT4G32030
F10N7.160,AT4G32030
F10N7_160,AT4G32030
ssp-11,ssp-11
CELE_T28H11.6,ssp-11
CG9471,CG9471
DmelCG9471,CG9471
ung1,ung1
PCDHA8,PCDHA8
PCDH-ALPHA8,PCDHA8
SLC39A1,SLC39A1
ZIRTL,SLC39A1
Cnb,Cnb
CG5690,Cnb
DmelCG5690,Cnb
anon-62BCa,Cnb
talA,talA
YLR156W,YLR156W
Bend3,Bend3
mKIAA1553,Bend3
ydfG,ydfG
ARFIP1,ARFIP1
HSU52521,ARFIP1
PIGH,PIGH
GPI-H,PIGH
PFI0925w,PFI0925w
ImpL2,ImpL2
CG15009,ImpL2
CT34862,ImpL2
DmelCG15009,ImpL2
GH28,ImpL2
IMP-L2,ImpL2
Imp-12,ImpL2
ImpL-2,ImpL2
yhdX,yhdX
AT4G39140,AT4G39140
T22F8.40,AT4G39140
T22F8_40,AT4G39140
ART3,ALY2
ARTC3,ART3
SSX9,SSX9
KEA6,KEA6
ARABIDOPSIS THALIANA K+ EFFLUX ANTIPORTER 6,KEA6
ATKEA6,KEA6
K+ efflux antiporter 6,KEA6
T22P22.190,KEA6
T22P22_190,KEA6
RPL22L1,RPL22L1
tba-4,tba-4
CELE_F44F4.11,tba-4
mrpl-11,mrpl-11
CELE_B0303.15,mrpl-11
fabR,fabR
Cbr3,Cbr3
1110001J05Rik,Cbr3
C81353,Cbr3
nstp-6,nstp-6
CG8843,Sec5
DmelCG8843,Sec5
Sec-5,Sec5
Sec5p,EXOC2
dsec5,Sec5
trp3,trp3
HOXD9,HOXD9
HOX4C,HOXD9
Hox-4.3,HOXD9
AT1G20770,AT1G20770
F2D10.26,AT1G20770
F2D10_26,AT1G20770
Hen1,Hen1
CG12367,Hen1
DmHen1,Hen1
DmelCG12367,Hen1
FBgn 33686,Hen1
PIMET,Hen1
Pimet/DmHen1,Hen1
HKR1,HKR1
L000000788,HKR1
Pbp49,Pbp49
CG11508,Pbp49
CG42515,Pbp49
DMPBP49,Pbp49
DmSNAP50,Pbp49
DmelCG42515,Pbp49
Dmel_CG11508,Pbp49
Dromel_CG11508_FBtr0088817_mORF,Pbp49
IGF2,IGF2
C11orf43,IGF2
IGF-II,Imp
PP9974,IGF2
CG12907,CG12907
"BcDNA:AT31822",CG12907
DmelCG12907,CG12907
"anon-SAGE:Wang-109",CG12907
anon-WO0140519.79,CG12907
GLIS2,GLIS2
NKL,GLIS2
NPHP7,GLIS2
CLNK,CLNK
AGL102,AGL102
AGAMOUS-like 102,AGL102
T2E6.17,AGL102
T2E6_17,AGL102
MIR16-2,MIR16-2
MIRN16-2,MIR16-2
mir-16-3,MIR16-2
yeiM,yeiM
Rps19bp1,Rps19bp1
2510038A11Rik,Rps19bp1
AI604923,Rps19bp1
KSH1,KSH1
wcaD,wcaD
W07G4.5,W07G4.5
birA,birA
AT5G34930,AT5G34930
T2L5.1,AT5G34930
ned8,ned8
SPBC24C6.01c,ned8
nedd8,ned8
THBS4,THBS4
TSP4,THBS4
CCDC37,CCDC37
MIA1,PAM16
pecr,pecr
AIM26,AIM26
Os02g0684500,Os02g0684500
KAP123,C1_05630C_A
L000003445,KAP123
L000003466,KAP123
YRB4,KAP123
SSA4,SSA4
Hsp70 family chaperone SSA4,SSA4
L000002072,SSA4
YG107,SSA4
Pcm1,Pcm1
AT3G47675,AT3G47675
enoyl-CoA hydratase PHS1,PHS1
AT4G00250,AT4G00250
A_IG005I10.12,AT4G00250
A_IG005I10_12,AT4G00250
F5I10.12,AT4G00250
F5I10_12,AT4G00250
GAL80,GAL80
L000000665,GAL80
transcription regulator GAL80,GAL80
uspA,uspA
PP2C5,PP2C5
ATHPP2C5,PP2C5
T7M7.17,PP2C5
phosphatase 2C5,PP2C5
MIR30C1,MIR30C1
MIRN30C1,MIR30C1
CG11125,CG11125
DmelCG11125,CG11125
PFD0765w,PFD0765w
syj2,syj2
SNORD5,SNORD5
mgh28S-2410,SNORD5
NPY4R,NPY4R
NPY4-R,NPY4R
PPYR1,PPYR1
PRKAB1,PRKAB1
AMPK,PRKAA2
HAMPKb,PRKAB1
CG13041,CG13041
"BcDNA:RE63063",CG13041
DmelCG13041,CG13041
TMEM86B,TMEM86B
F53C3.8,F53C3.8
CELE_F53C3.8,F53C3.8
CG15820,CG15820
"BcDNA:SD08776",CG15820
DmelCG15820,CG15820
AT4G31250,AT4G31250
F8F16.70,AT4G31250
F8F16_70,AT4G31250
BCL6,BCL6
BCL5,BCL6
BCL6A,BCL6
LAZ3,BCL6
ZBTB27,BCL6
ZNF51,BCL6
RBBP9,RBBP9
BOG,RBBP9
RBBP10,RBBP9
crs1,crs1
mug17,crs1
Slc32a1,Slc32a1
Vgat,Slc32a1
Viaat,Slc32a1
ZFY,ZFY
ZNF911,ZFY
MEIG1,MEIG1
SPATA39,MEIG1
bA2K17.3,MEIG1
vars-1,vars-1
CELE_ZC513.4,vars-1
vrs-1,vars-1
hars-1,hars-1
CG10681,CG10681
DmelCG10681,CG10681
tfb5,tfb5
Vml,Vml
CG34333,Vml
CRM-80,Vml
DmelCG34333,Vml
PLEKHH1,PLEKHH1
SPCC18.05c,SPCC18.05c
LINC00346,LINC00346
C13orf29,LINC00346
NCRNA00346,LINC00346
prtp,prtp
CG1837,prtp
DmelCG1837,prtp
"anon-EST:Posey253",prtp
C1_03370W_A,C1_03370W_A
C1_03370W,C1_03370W_A
C1_03370W_B,C1_03370W_A
CA5065,C1_03370W_A
CAWG_01047,C1_03370W_A
CaO19.10555,C1_03370W_A
CaO19.3037,C1_03370W_A
CaO6.7774,C1_03370W_A
Contig4-3098_0049,C1_03370W_A
IPF24275.1,C1_03370W_A
IPF3584,C1_03370W_A
IPF3584.2,C1_03370W_A
orf19.10555,C1_03370W_A
orf19.3037,C1_03370W_A
orf6.7774,C1_03370W_A
RGD1560349,RGD1560349
CG13747,CG13747
DmelCG13747,CG13747
dmCG13747,CG13747
TH1,NELFCD
CG9984,TH1
DmelCG9984,TH1
NELF-D,NELFCD
Topaz1,Topaz1
Gm9524,Topaz1
CG42374,CG42374
DmelCG42374,CG42374
Dromel_CG9666_FBtr0074991_uORF,CG42374
CCDC144CP,CCDC144CP
CCDC144C,CCDC144CP
PFN3,PRF3
Kctd7,Kctd7
4932409E18,Kctd7
9430010P06Rik,Kctd7
Rabepk,Rabepk
8430412M01Rik,Rabepk
9530020D24Rik,Rabepk
AV073337,Rabepk
C87311,Rabepk
Rab9p40,Rabepk
C50H11.13,C50H11.13
CELE_C50H11.13,C50H11.13
COL5,COL5
ATCOL5,COL5
CONSTANS-like 5,COL5
MRI1.1,COL5
MRI1_1,COL5
AGPAT1,fu12
1-AGPAT1,AGPAT1
LPAAT-alpha,AGPAT1
LPAATA,AGPAT1
MAD3,MXD3
L000003179,MAD3
AT1G77200,AT1G77200
T14N5.6,AT1G77200
T14N5_6,AT1G77200
CDH26,CDH26
VR20,CDH26
NRON,NRON
NCRNA00194,NRON
AT3G04860,AT3G04860
T9J14.19,AT3G04860
T9J14_19,AT3G04860
tgo,tgo
CG11987,tgo
DARNT,tgo
DmelCG11987,tgo
HIF1b,tgo
Hif1,tgo
Tango,Mia3
bHLHe4,tgo
dHIF-1beta,tgo
dTgo,tgo
jay,tgo
prd7,tgo
MYB81,MYB81
AtMYB81,MYB81
T20P8.1,MYB81
T20P8_1,MYB81
myb domain protein 81,MYB81
GSK3A,GSK3A
crm1,xpo1
SPAC1B2.01,crm1
Sema4f,Sema4f
AT1G63470,AT1G63470
F2K11.28,AT1G63470
F2K11_28,AT1G63470
F53A9.1,F53A9.1
C5_02380W_A,C5_02380W_A
C5_02380W,C5_02380W_A
C5_02380W_B,C5_02380W_A
CA2186,C5_02380W_A
CAWG_04621,C5_02380W_A
CaO19.11721,C5_02380W_A
CaO19.4246,C5_02380W_A
CaO6.3978,C5_02380W_A
CaO6.6599,C5_02380W_A
Contig4-2928_0003,C5_02380W_A
IPF22957.1,C5_02380W_A
IPF6881,C5_02380W_A
IPF6881.2,C5_02380W_A
YKR070W,YKR070W
orf19.11721,C5_02380W_A
orf19.4246,C5_02380W_A
orf6.3978,C5_02380W_A
orf6.6599,C5_02380W_A
ST3GAL5,ST3GAL5
SATI,ST3GAL5
SIAT9,ST3GAL5
SIATGM3S,ST3GAL5
ST3GalV,ST3GAL5
ZK938.3,ZK938.3
CELE_ZK938.3,ZK938.3
Tesc,Tesc
1010001A17Rik,Tesc
2410011K10Rik,Tesc
TE-1,Tesc
TSN,Tudor-SN
BCLF-1,TSN
RCHF1,TSN
REHF-1,TSN
TBRBP,TSN
TRSLN,TSN
yhdY,yhdY
ECK3257,yhdY
JW5545,yhdY
Os03g0266300,Os03g0266300
KCNS2,KCNS2
KV9.2,KCNS2
abcf-2,abcf-2
CELE_T27E9.7,abcf-2
MEI4,MEI4
L000001060,MEI4
TAPT1,TAPT1
CMVFR,TAPT1
AGPAT4-IT1,AGPAT4-IT1
C6orf59,AGPAT4-IT1
NCRNA00241,AGPAT4-IT1
CG17018,CG17018
"BcDNA:RE40762",CG17018
CG17410,CG17018
DmelCG17018,CG17018
CG14000,CG14000
DmelCG14000,CG14000
ampC,ampC
Cacng8,Cacng8
AT5G16240,AT5G16240
T21H19.160,AT5G16240
T21H19_160,AT5G16240
SI,PMEL
AT2G27330,AT2G27330
F12K2.9,AT2G27330
cmpy,cmpy
CG13253,cmpy
DmelCG13253,cmpy
Gm4804,Gm4804
EG217409,Gm4804
snR189,snR189
L000001976,snR189
HXT14,HXT14
L000002762,HXT14
Adamts2,Adamts2
ADAM-TS2,ADAMTS2
ADAMTS-2,ADAMTS2
ADAMTS-3,ADAMTS2
PCINP,ADAMTS2
hPCPNI,Adamts2
mKIAA4060,Adamts2
pNPI,Adamts2
lysR,lysR
ECK2837,lysR
JW2807,lysR
gbh-2,gbh-2
CELE_M05D6.7,gbh-2
CCL13,CCL13
CKb10,CCL13
MCP-4,CCL13
NCC-1,CCL13
NCC1,CCL13
SCYA13,CCL13
DNAJB14,DNAJB14
EGNR9427,DNAJB14
PRO34683,DNAJB14
PHS2,PCBD2
ALPHA-GLUCAN PHOSPHORYLASE 2,PHS2
ATPHS2,PHS2
AT4G14385,AT4G14385
Vipr2,Vipr2
CG5798,Ubpy
CT18196,Ubpy
DmelCG5798,Ubpy
Q9VDD8,Ubpy
dUBPY,Ubpy
CG14411,CG14411
DmelCG14411,CG14411
lbp-6,lbp-6
CELE_W02D3.5,lbp-6
C26B9.3,C26B9.3
pcn-1,pcn-1
CELE_W03D2.4,pcn-1
OPTN,OPTN
ALS12,OPTN
FIP2,FIP2
GLC1E,OPTN
HIP7,OPTN
HYPL,Optn
NRP,NAP1L1
TFIIIA-INTP,OPTN
mir-31a,mir-31a
CR33567,mir-31a
CR42964,mir-31a
DmelCR42964,mir-31a
Dmel_CR33567,mir-31a
dme-miR-31a,mir-31a
Chmp1a,Chmp1a
2900018H07Rik,Chmp1a
Pcoln3,Chmp1a
PF14_0547,PF14_0547
AT5G24690,AT5G24690
MXC17.8,AT5G24690
MXC17_8,AT5G24690
Rax,Rax
7530406A22Rik,Rax
E130303K03Rik,Rax
Rx,Rx
ey-1,Rax
ey1,Rax
Psma4,Psma4
Pcgf3,Pcgf3
2310035N15Rik,Pcgf3
AI662857,Pcgf3
D630042K08Rik,Pcgf3
DONG1,PCGF3
E430039C14,Pcgf3
RNF3A,PCGF3
Rnf3,Brd2
Y39A1A.22,Y39A1A.22
CELE_Y39A1A.22,Y39A1A.22
AT2G34450,AT2G34450
F13P17.25,AT2G34450
rpoB,rpoB
AT1G24300,AT1G24300
F3I6.24,AT1G24300
F3I6_24,AT1G24300
Ube2d2,Ube2d2a
E217kB,Ube2d2
Ubc2e,Ube2d2a
mtg1,mtg1
trr1,trr1
caf4,caf4
LPG20,LPG20
C1_04740W,LPG20
C1_04740W_B,LPG20
CA1959,LPG20
CAWG_00921,LPG20
CaO19.771,LPG20
CaO19.8393,LPG20
CaO6.1012,LPG20
CaO6.3671,LPG20
Contig4-2653_0002,LPG20
IFD2,LPG20
IPF16116.2,LPG20
IPF3883.2,LPG20
YPL088,LPG20
orf19.771,LPG20
orf19.8393,LPG20
orf6.1012,LPG20
orf6.3671,LPG20
W03G1.5,W03G1.5
CEP3,CDC42EP3
CBF3,DREB1A
CBF3B,CEP3
CSL1,CEP3
L000000222,CEP3
L000000312,CEP3
DNF2,DNF2
aminophospholipid-translocating P4-type ATPase DNF2,DNF2
Pold1,Pold1
125kDa,Pold1
AT4G18330,AT4G18330
T9A21.180,AT4G18330
T9A21_180,AT4G18330
SORCS2,SORCS2
Igkv6-17,Igkv6-17
Igk-V19-17,Igkv6-17
CELE_F23C8.3,CELE_F23C8.3
mdm2,mdm2
CDX1,CDX1
CLASP2,CLASP2
5830415F09Rik,5830415F09Rik
AV014846,5830415F09Rik
Gatb,Gatb
9430026F02Rik,Gatb
Pet112,Gatb
Pet112l,Gatb
ATMPK13,ATMPK13
F24B9.3,ATMPK13
F24B9_3,ATMPK13
TP53TG1,TP53TG1
LINC00096,TP53TG1
NCRNA00096,TP53TG1
P53TG1,TP53TG1
P53TG1-D,TP53TG1
TP53AP1,TP53TG1
AAMP,AAMP
PCL7,PCL7
L000004039,PCL7
LETM1,LETM1
IL21,IL21
CVID11,IL21
IL-21,IL22
Za11,IL21
grl-4,grl-4
CELE_F42C5.7,grl-4
zfh-2,zfh-2
DKK4,DKK4
DKK-4,DKK4
CG10841,CG10841
DmelCG10841,CG10841
anon-WO0140519.42,CG10841
CG3842,CG3842
DmelCG3842,CG3842
lincRNA.959,CG3842
PF13_0041,PF13_0041
CACNA1H,CACNA1H
CACNA1HB,CACNA1H
ECA6,CACNA1H
EIG6,CACNA1H
SPATA22,SPATA22
NYD-SP20,SPATA22
NYDSP20,SPATA22
MEE62,MEE62
MRA19.24,MEE62
MRA19_24,MEE62
maternal effect embryo arrest 62,MEE62
MGA2,MGA2
L000004181,MGA2
GRIPAP1,GRIPAP1
GRASP-1,GRIPAP1
yjiM,yjiM
ECK4326,yjiM
JW5786,yjiM
SPECC1,SPECC1
CYTSB,SPECC1
HCMOGT-1,SPECC1
HCMOGT1,SPECC1
APOM,APOM
G3a,APOM
HSPC336,APOM
NG20,APOM
apo-M,APOM
AMICA1,AMICA1
CREA7-1,AMICA1
CREA7-4,AMICA1
JAML,AMICA1
NF-YA7,NF-YA7
F26G16.12,NF-YA7
F26G16_12,NF-YA7
subunit A7,NF-YA7
SPBPB2B2.14c,SPBPB2B2.14c
Mxd3,Mxd3
4631412E13Rik,Mxd3
Mad3,Mxd3
bHLHc13,Mxd3
SUP54,SUP54
L000002211,SUP54
L000003825,SUP54
Zfp764,Zfp764
8030466O12Rik,Zfp764
SPBC1773.04,SPBC1773.04
habp4,habp4
CRIM3,BMPER
CV2,BMPER
K01D12.7,K01D12.7
CELE_K01D12.7,K01D12.7
LENG2,CNOT3
NOT3H,CNOT3
Eif4g1,Eif4g1
E030015G23Rik,Eif4g1
eIF4GI,Eif4g1
CG15443,CG15443
DmelCG15443,CG15443
Oprd1,Oprd1
Lmo4,Lmo4
A730077C12Rik,Lmo4
Crp3,Lmo4
Etohi4,Lmo4
hyfA,hyfA
AS2,AS2
ASYMMETRIC LEAVES 2,AS2
F5I14.15,AS2
F5I14_15,AS2
PHOT1,PHOT1
F16L2.3,PHOT1
JK224,PHOT1
NONPHOTOTROPIC HYPOCOTYL 1,PHOT1
NPH1,NPHP1
PHOTOTROPIN,PHOT1
ROOT PHOTOTROPISM 1,PHOT1
RPT1,RPT1
phototropin 1,PHOT1
APBA2,APBA2
D15S1518E,APBA2
HsT16821,APBA2
LIN-10,APBA2
"MGC:14091",APBA2
MINT2,APBA2
X11-BETA,APBA2
X11L,X11L
AN6197.2,AN6197.2
pifk-1,pifk-1
CELE_F35H12.4,pifk-1
ubqln1,ubqln1
da41,ubqln1
dsk2,ubqln1
plic-1,ubqln1
ubqln2,ubqln1
ubqn,ubqln1
PGM2,PGM2
GAL5,PGM2
L000001413,PGM2
phosphoglucomutase PGM2,PGM2
OR2T29,OR2T29
SPAC25B8.09,SPAC25B8.09
Slu7,Slu7
CG1420,Slu7
DmelCG1420,Slu7
AT2G47390,AT2G47390
T8I13.23,AT2G47390
MSP1,MSP1
L000001200,MSP1
L000002558,MSP1
YTA4,MSP1
PLEKHA1,PLEKHA1
TAPP1,Plekha1
Tead4,Tead4
ETFR-2,Tead4
Etfr2,Tead4
FR-19,Tead4
Rtef1,Tead4
TEAD-4,Tead4
Tcf13r1,Tead4
Tef3,Tead4
Tefr,Tead4
Tefr1,Tead4
Tefr1a,Tead4
AT4G22030,AT4G22030
F1N20.130,AT4G22030
F1N20_130,AT4G22030
DFG16,DFG16
ECM41,DFG16
L000003877,DFG16
ZRG12,DFG16
NSFL1C,NSFL1C
UBX1,SHP1
UBXD10,UBXN1
UBXN2C,NSFL1C
dJ776F14.1,NSFL1C
Camta,Camta
CG13952,Camta
CG13953,Camta
CG42332,Camta
CG8809,Camta
DmCAMTA,Camta
DmelCG42332,Camta
Dmel_CG13952,Camta
Dmel_CG13953,Camta
Dmel_CG8809,Camta
dCAMTA,Camta
pantothenate kinase,CAB1
Dusp2,Dusp2
AT3G17980,AT3G17980
LOC728763,LOC728763
AT1G71450,AT1G71450
F26A9.17,AT1G71450
EIF4A2,EIF4A2
DDX2B,EIF4A2
EIF4A,EIF4A1
syp1,syp1
RPS2P40,RPS2P40
RPS2_17_1125,RPS2P40
rbc-2,rbc-2
CELE_Y54F10AM.10,rbc-2
yghY,yghY
GSR 1,GSR 1
ARABIDOPSIS GLUTAMINE SYNTHASE 1;1,GSR 1
ARABIDOPSIS THALIANA GLUTAMINE SYNTHASE CLONE R1,GSR 1
ATGLN1;1,GSR 1
ATGSR1,GSR 1
GLN1;1,GSR 1
GLUTAMINE SYNTHASE 1;1,GSR 1
K12B20.50,GSR 1
K12B20_50,GSR 1
glutamine synthase clone R1,GSR 1
BAP2,BAIAP2
L000003157,BAP2
branched-chain amino acid permease BAP2,BAP2
Y56A3A.30,Y56A3A.30
hyfI,hyfI
gspH,gspH
CG11029,CG11029
DmelCG11029,CG11029
FAM186A,FAM186A
"RhopH1(3.1)","RhopH1(3.1)"
CLAG3.1,"RhopH1(3.1)"
C10orf90,C10orf90
FATS,C10orf90
bA422P15.2,C10orf90
Os08g0486200,Os08g0486200
AT4G25890,AT4G25890
F14M19.170,AT4G25890
F14M19_170,AT4G25890
Atg2b,Atg2b
2410024A21Rik,Atg2b
AI047755,Atg2b
AI503411,Atg2b
AW558123,Atg2b
C030004M05Rik,Atg2b
C630028L02Rik,Atg2b
mKIAA4067,Atg2b
Amy-p,Amy-p
"Amy(p)",Amy-p
Amy-proximal,Amy-p
Amy1,Amy-d
Amy2,Amy-p
Amy4,Amy-p
Amy5,Amy-p
AmyA,Amy-p
CG18640,Amy-p
CG18730,Amy-p
DmelCG18730,Amy-p
alpha-AMY,Amy-d
Dhc98D,Dhc98D
CG1842,Dhc98D
DmelCG1842,Dhc98D
AT1G34570,AT1G34570
F12K21.27,AT1G34570
SPAC29E6.07,SPAC29E6.07
SPAC30.11,SPAC29E6.07
CB5-B,CB5-B
ARABIDOPSIS CYTOCHROME B5 ISOFORM B,CB5-B
ATCB5-B,CB5-B
B5 #4,CB5-B
F24L7.14,CB5-B
F24L7_14,CB5-B
cytochrome B5 isoform B,CB5-B
Jdp2,Jdp2
Jundm2,Jdp2
Jundp2,Jdp2
TIF,TIF
Npepl1,Npepl1
WDR87,WDR87
NYD-SP11,WDR87
SHA1,SHA1
MBK5.26,SHA1
MBK5_26,SHA1
shoot apical meristem arrest 1,SHA1
RSA4,RSA4
ceh-48,ceh-48
CELE_C17H12.9,ceh-48
ORMDL2,ORMDL2
MST095,ORMDL2
MSTP095,ORMDL2
adoplin-2,ORMDL2
Mmaa,Mmaa
2810018E08Rik,Mmaa
AI840684,Mmaa
MCM5,CDC46
CDC46,CDC46
P1-CDC46,MCM5
yeaX,yeaX
F59A6.12,F59A6.12
CELE_F59A6.12,F59A6.12
AT4G03340,AT4G03340
F4C21.27,AT4G03340
F4C21_27,AT4G03340
ac,ac
990 E5 F1,ac
AS-C,ac
AS-C T5,ac
AS-C T5ac,ac
CG3796,ac
DmelCG3796,ac
"EG:125H10.3",ac
Hw,sc
T5,GstD1
ascT5,ac
sc/T5,ac
ycgR,ycgR
swd1,swd1
Atx-1,Atx-1
CG4547,Atx-1
DmelCG4547,Atx-1
dAtx-1,Atx-1
dAtx1,Atx-1
CG2120,CG2120
DmelCG2120,CG2120
ATNRAMP2,NRAMP2
F8G22.4,NRAMP2
F8G22_4,NRAMP2
NRAMP metal ion transporter 2,NRAMP2
DHTKD1,DHTKD1
AMOXAD,DHTKD1
CMT2Q,DHTKD1
M28.5,M28.5
phi-9,M28.5
ARGOS,ARGOS
AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE,ARGOS
E2f,E2f
CG6376,E2f
DRTF1/E2F,E2f
DmE2F-1,E2f
DmelCG6376,E2f
Dp,Dp
"E(Sev-CycE)3A",E2f
"E(var)3-93E",E2f
"E(var)3-95E",E2f
"E(var)93E",E2f
E2F-1,E2f1
E2F1,E2F1
"Evar(3)164",E2f
dE2F,E2f
dE2F1,E2f
def21,E2f
drosE2F1,E2f
"l(3)07172",E2f
"l(3)j3B1",E2f
"l(3)j3C2",E2f
"l(3)rM729",E2f
fabZ,fabZ
CD44,CD44
CDW44,CD44
CSPG8,CD44
ECMR-III,CD44
HCELL,CD44
HUTCH-I,CD44
IN,CD44
LHR,LHCGR
MC56,CD44
MDU2,CD44
MDU3,CD44
MIC4,CD44
Pgp1,CD44
PKDREJ,PKDREJ
gsb-n,gsb-n
BSH-4,gsb-n
BSH4,gsb-n
CG2692,gsb-n
DmelCG2692,gsb-n
Gsb-p,gsb-n
GsbN,gsb-n
gsb,gsb
gsb-neuro,gsb-n
gsbp,gsb-n
intD,intD
Scube3,Scube3
D030038I21Rik,Scube3
Dcaf5,Dcaf5
9430020B07Rik,Dcaf5
AI325023,Dcaf5
AI430035,Dcaf5
AI848110,Dcaf5
AW124614,Dcaf5
BCRG2,DCAF5
BCRP2,DCAF5
Wdr22,Dcaf5
PIAS3,PIAS3
ZMIZ5,PIAS3
CCDC28A,CCDC28A
C6orf80,CCDC28A
CCRL1AP,CCDC28A
PebIII,PebIII
"BcDNA:RH74005",PebIII
CG11390,PebIII
DmelCG11390,PebIII
DmelCSP2,PebIII
PEB,PebII
PEBmeIII,PebIII
